Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
wonderful opportunity ask private room chemo stage 4 blood cancer immune system totally depleted 0 neutrophils granulocytes low leukocytes chemo treatments yet go chemo infusions texas oncology clinic one wears mask expected sit general waiting room crammed full people wear masks crammed smaller infusion room sitting elbow elbow people getting fluids iron infusions one wearing mask including oncology nurses rest staff totally mind boggling time feel unprotected unsafe go oncology clinic cancer treatments,"['wonderful', 'opportunity', 'ask', 'private', 'room', 'chemo', 'stage', 'blood', 'cancer', 'immune', 'system', 'totally', 'depleted', 'neutrophils', 'granulocytes', 'low', 'leukocytes', 'chemo', 'treatments', 'yet', 'go', 'chemo', 'infusions', 'texas', 'oncology', 'clinic', 'one', 'wears', 'mask', 'expected', 'sit', 'general', 'waiting', 'room', 'crammed', 'full', 'people', 'wear', 'masks', 'crammed', 'smaller', 'infusion', 'room', 'sitting', 'elbow', 'elbow', 'people', 'getting', 'fluids', 'iron', 'infusions', 'one', 'wearing', 'mask', 'including', 'oncology', 'nurses', 'rest', 'staff', 'totally', 'mind', 'boggling', 'time', 'feel', 'unprotected', 'unsafe', 'go', 'oncology', 'clinic', 'cancer', 'treatments']","['wonderful', 'ask', 'room', 'chemo', 'stage', 'blood', 'cancer', 'immun', 'system', 'totally', 'low', 'chemo', 'treatment', 'yet', 'chemo', 'infusion', 'oncology', 'clinic', 'one', 'wear', 'mask', 'sit', 'waiting', 'room', 'full', 'peopl', 'wear', 'infusion', 'room', 'people', 'getting', 'fluid', 'infusion', 'one', 'mask', 'oncology', 'nurse', 'rest', 'totally', 'mind', 'tim', 'feel', 'oncology', 'clinic', 'cancer', 'treatment']",wonderful ask room chemo stage blood cancer immun system totally low chemo treatment yet chemo infusion oncology clinic one wear mask sit waiting room full peopl wear infusion room people getting fluid infusion one mask oncology nurse rest totally mind tim feel oncology clinic cancer treatment,2
12 rounds extreme chemo last year year chemo help im targeted therapy infusion every 2 weeks till end,"['12', 'rounds', 'extreme', 'chemo', 'last', 'year', 'year', 'chemo', 'help', 'im', 'targeted', 'therapy', 'infusion', 'every', 'weeks', 'till', 'end']","['round', 'chemo', 'last', 'year', 'year', 'chemo', 'help', 'therapy', 'infusion', 'every', 'weeks', 'end']",round chemo last year year chemo help therapy infusion every weeks end,0
nikola tesla right https youtu mbl9ps6gmda,"['nikola', 'tesla', 'right', 'https', 'youtu', 'mbl9ps6gmda']","['right', 'http', 'youtu']",right http youtu,2
cancer,['cancer'],['cancer'],cancer,1
soo proud,"['soo', 'proud']",['proud'],proud,3
feel pain,"['feel', 'pain']","['feel', 'pain']",feel pain,1
quick note yuck taste saline flush australia use pre drawn syringes saline often see american canadian videos draw saline ampoules seems plastic leech saline much asked heaps patients 1 said strange taste subtle theory pre drawn saline absorbs little bit stuff syringe plastic gives adult taste,"['quick', 'note', 'yuck', 'taste', 'saline', 'flush', 'australia', 'use', 'pre', 'drawn', 'syringes', 'saline', 'often', 'see', 'american', 'canadian', 'videos', 'draw', 'saline', 'ampoules', 'seems', 'plastic', 'leech', 'saline', 'much', 'asked', 'heaps', 'patients', 'said', 'strange', 'taste', 'subtle', 'theory', 'pre', 'drawn', 'saline', 'absorbs', 'little', 'bit', 'stuff', 'syringe', 'plastic', 'gives', 'adult', 'taste']","['quick', 'tast', 'salin', 'flush', 'australier', 'salin', 'often', 'see', 'video', 'salin', 'salin', 'much', 'asked', 'patient', 'said', 'tast', 'salin', 'little', 'bit', 'stuff', 'give', 'tast']",quick tast salin flush australier salin often see video salin salin much asked patient said tast salin little bit stuff give tast,2
different process work australia essential parts sending lots love good energy rest journey,"['different', 'process', 'work', 'australia', 'essential', 'parts', 'sending', 'lots', 'love', 'good', 'energy', 'rest', 'journey']","['differer', 'process', 'work', 'part', 'sending', 'lot', 'lover', 'good', 'energy', 'rest', 'journey']",differer process work part sending lot lover good energy rest journey,3
right nothing nasty tasting chemical tasting saline taste never forget also fortunate ability request room infusions clinic chairs slammed close together elbow elbow top texas one believes wearing masks even oncology clinic immunocompromised cancer patients cancer patients guest required wear mask either,"['right', 'nothing', 'nasty', 'tasting', 'chemical', 'tasting', 'saline', 'taste', 'never', 'forget', 'also', 'fortunate', 'ability', 'request', 'room', 'infusions', 'clinic', 'chairs', 'slammed', 'close', 'together', 'elbow', 'elbow', 'top', 'texas', 'one', 'believes', 'wearing', 'masks', 'even', 'oncology', 'clinic', 'cancer', 'patients', 'cancer', 'patients', 'guest', 'required', 'wear', 'mask', 'either']","['right', 'nothing', 'nasty', 'tasting', 'tasting', 'salin', 'taste', 'never', 'forget', 'also', 'room', 'infusion', 'clinic', 'close', 'together', 'top', 'one', 'even', 'oncology', 'clinic', 'cancer', 'patient', 'cancer', 'patient', 'wear', 'mask']",right nothing nasty tasting tasting salin taste never forget also room infusion clinic close together top one even oncology clinic cancer patient cancer patient wear mask,1
god please help girl jesus name amen,"['god', 'please', 'help', 'girl', 'jesus', 'name', 'amen']","['god', 'please', 'help', 'girl', 'jesu', 'name', 'amen']",god please help girl jesu name amen,1
spero sei guarita,"['spero', 'sei', 'guarita']",[],,1
wish could afford md anderson die wishing,"['wish', 'could', 'afford', 'md', 'anderson', 'die', 'wishing']","['wish', 'could', 'anderson', 'die', 'wishing']",wish could anderson die wishing,1
chemo toxic poison,"['chemo', 'toxic', 'poison']","['chemo', 'poison']",chemo poison,1
seek experience healing grace jesus hun,"['seek', 'experience', 'healing', 'grace', 'jesus', 'hun']","['experience', 'healing', 'grac']",experience healing grac,1
look laetrile mebendazole ivermectin heard lot people beating cancer medicines,"['look', 'laetrile', 'mebendazole', 'ivermectin', 'heard', 'lot', 'people', 'beating', 'cancer', 'medicines']","['look', 'ivermectin', 'heard', 'lot', 'people', 'cancer']",look ivermectin heard lot people cancer,1
hello health wish speedy recovery drug available states treatment cancer chemotherapy treatment chemotherapy heard immunotherapy treatments hospitals provide treatments also age play important factor,"['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'available', 'states', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'immunotherapy', 'treatments', 'hospitals', 'provide', 'treatments', 'also', 'age', 'play', 'important', 'factor']","['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'treatment', 'hospital', 'treatment', 'also', 'age', 'important']",hello health wish speedy recovery drug treatment cancer chemotherapy treatment chemotherapy heard treatment hospital treatment also age important,2
ur health wish speedy recovery,"['ur', 'health', 'wish', 'speedy', 'recovery']","['health', 'wish', 'speedy', 'recovery']",health wish speedy recovery,1
fuk fuk fuk cancer,"['fuk', 'fuk', 'fuk', 'cancer']",['cancer'],cancer,1
found cancer feeds sugar,"['found', 'cancer', 'feeds', 'sugar']","['found', 'cancer', 'sugar']",found cancer sugar,1
found cancer um chemo going home jesus,"['found', 'cancer', 'um', 'chemo', 'going', 'home', 'jesus']","['found', 'cancer', 'chemo', 'going', 'home', 'jesu']",found cancer chemo going home jesu,1
dad went first chemo infusion adriamycin cytoxan bad effects afterwards rest treatments switched taxol middle chemo treatments sister went first one went back time treatment moffitt tampa blood draw doctor visit infusion later day went hard rock casino played around 4 months chemo lumpectomy 37 radiation treatments dancing ned full 7 years stage 2b triple negative diagnosed 41 actually moffitt today survivorship visit hang ladies,"['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effects', 'afterwards', 'rest', 'treatments', 'switched', 'taxol', 'middle', 'chemo', 'treatments', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'months', 'chemo', 'lumpectomy', '37', 'radiation', 'treatments', 'dancing', 'ned', 'full', 'years', 'stage', '2b', 'triple', 'negative', 'diagnosed', '41', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'ladies']","['dad', 'went', 'first', 'chemo', 'infusion', 'bad', 'rest', 'treatment', 'taxol', 'chemo', 'treatment', 'sister', 'went', 'first', 'one', 'went', 'back', 'tim', 'treatment', 'blood', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'around', 'month', 'chemo', 'radiation', 'treatment', 'full', 'year', 'stage', 'negativ', 'diagnosed', 'actually', 'today', 'visit', 'hang', 'lady']",dad went first chemo infusion bad rest treatment taxol chemo treatment sister went first one went back tim treatment blood doctor visit infusion later day went hard around month chemo radiation treatment full year stage negativ diagnosed actually today visit hang lady,1
chemo leaves toxic waste body please drink lot kangen water detox,"['chemo', 'leaves', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']","['chemo', 'body', 'please', 'drink', 'lot', 'water']",chemo body please drink lot water,1
guanabana 1000 times better chemo chemo 3 success rate complete scam,"['guanabana', '1000', 'times', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']","['1000', 'time', 'better', 'chemo', 'chemo', 'complete']",1000 time better chemo chemo complete,2
may god bless sweetie praying amen,"['may', 'god', 'bless', 'sweetie', 'praying', 'amen']","['may', 'god', 'bles', 'sweetie', 'praying', 'amen']",may god bles sweetie praying amen,1
hope well 3,"['hope', 'well']","['hope', 'well']",hope well,1
wish better health,"['wish', 'better', 'health']","['wish', 'better', 'health']",wish better health,2
red lady death 2003 hodgkin unfortunately getting via iv line arm got picc hickman hope cured,"['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'iv', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']","['red', 'lady', 'death', 'hodgkin', 'unfortunately', 'getting', 'via', 'line', 'arm', 'got', 'hop', 'cured']",red lady death hodgkin unfortunately getting via line arm got hop cured,0
jesus christ love,"['jesus', 'christ', 'love']","['jesu', 'christ', 'lover']",jesu christ lover,1
best thing drink,"['best', 'thing', 'drink']","['best', 'thing', 'drink']",best thing drink,3
never appointment doctor life 42 yrs believe diet reason every health issues eat foods comes directly nature without human interference like wild berries fruits roots meat wild animals etc hope live upto 80 yrs die natural death never visit doctor health issues take natural medicinal herbs etc proven effective far passed ancestors promised never hospital bed autopsy die want body polluted artificial human medications surgery come nature return natural means,"['never', 'appointment', 'doctor', 'life', '42', 'yrs', 'believe', 'diet', 'reason', 'every', 'health', 'issues', 'eat', 'foods', 'comes', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berries', 'fruits', 'roots', 'meat', 'wild', 'animals', 'etc', 'hope', 'live', 'upto', '80', 'yrs', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issues', 'take', 'natural', 'medicinal', 'herbs', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestors', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medications', 'surgery', 'come', 'nature', 'return', 'natural', 'means']","['never', 'doctor', 'life', 'believ', 'diet', 'reason', 'every', 'health', 'issu', 'eat', 'food', 'come', 'without', 'human', 'like', 'fruit', 'root', 'meat', 'etc', 'hope', 'live', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issu', 'tak', 'natural', 'herbs', 'etc', 'far', 'passed', 'never', 'hospital', 'die', 'want', 'body', 'human', 'medication', 'surgery', 'come', 'natural']",never doctor life believ diet reason every health issu eat food come without human like fruit root meat etc hope live die natural death never visit doctor health issu tak natural herbs etc far passed never hospital die want body human medication surgery come natural,1
absolute warrior,"['absolute', 'warrior']",['warrior'],warrior,1
god bless,"['god', 'bless']","['god', 'bles']",god bles,1
light,['light'],['light'],light,2
please research high dose intravenous vitamin turkey tail mushroom soursop tea well wishes ted stamet dr thomas levy,"['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wishes', 'ted', 'stamet', 'dr', 'thomas', 'levy']","['please', 'research', 'high', 'dose', 'vitamin', 'well', 'wishe']",please research high dose vitamin well wishe,2
know alkaline diet basische ernährung alkaline diet alkalino food basische ernährung sorry bad destiny even good looking women happen alkaline diet basische ernährung opinion good health school medicin bad say proof alkaline food helpful,"['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'women', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']","['know', 'diet', 'diet', 'food', 'sorry', 'bad', 'even', 'good', 'looking', 'women', 'happen', 'diet', 'good', 'health', 'medicin', 'bad', 'say', 'food', 'helpful']",know diet diet food sorry bad even good looking women happen diet good health medicin bad say food helpful,1
starting journey scared core yu inspiration girl got,"['starting', 'journey', 'scared', 'core', 'yu', 'inspiration', 'girl', 'got']","['journey', 'scared', 'inspiration', 'girl', 'got']",journey scared inspiration girl got,1
omg beautiful brave strong pray,"['omg', 'beautiful', 'brave', 'strong', 'pray']","['omg', 'beautiful', 'brave', 'strong', 'pray']",omg beautiful brave strong pray,2
praying healing everyone try cannabis oil thc cancer worm medicine pigs dogs kill cancer amen,"['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pigs', 'dogs', 'kill', 'cancer', 'amen']","['praying', 'healing', 'everyone', 'try', 'oil', 'cancer', 'kill', 'cancer', 'amen']",praying healing everyone try oil cancer kill cancer amen,1
oh girl remember red devil chemo horrible cry sit toilet nausea horrible fatigue survivor stage 3 like breast cancer estrogen positive 4 years survivor,"['oh', 'girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'years', 'survivor']","['girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'nausea', 'horrible', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positif', 'year', 'survivor']",girl remember red devil chemo horrible cry sit nausea horrible survivor stage like breast cancer estrogen positif year survivor,0
